Regime,N,MAE_DeepSets,MAE_SetTransformer,Delta_MAE_ST_minus_DS,Relative_gain_ST_pct,CI95_low,CI95_high,P_boot_ST_better
Sparse (2-5),59089,0.14840326186124328,0.15154198576974895,0.003138723908505653,-2.1149965769892374,0.002216939723052106,0.004056992632239532,0.0
Intermediate (6-10),11863,0.11853661366224083,0.11782583165786639,-0.0007107820043744335,0.5996307658996791,-0.0022284923421542,0.0007749402382294307,0.8106
Dense (>=11),2162,0.11470006413888757,0.10910519814871728,-0.005594865990170283,4.877822895892724,-0.009293568158086319,-0.0019717091778904965,0.9988
